number,name,form,classification,type-1,type-2,ability-1,ability-2,ability-hidden,predecessors,successors,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,XD,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu!,Let's Go Eevee!,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
666b,Vivillon,Pattern: Continental,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666c,Vivillon,Pattern: Elegant,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666d,Vivillon,Pattern: Garden,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666e,Vivillon,Pattern: High Plains,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666f,Vivillon,Pattern: Icy Snow,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666g,Vivillon,Pattern: Jungle,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666h,Vivillon,Pattern: Marine,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666i,Vivillon,Pattern: Meadow,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666j,Vivillon,Pattern: Modern,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666k,Vivillon,Pattern: Monsoon,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666l,Vivillon,Pattern: Ocean,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666m,Vivillon,Pattern: Polar,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666n,Vivillon,Pattern: River,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666o,Vivillon,Pattern: Sandstorm,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666p,Vivillon,Pattern: Savanna,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666q,Vivillon,Pattern: Sun,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666r,Vivillon,Pattern: Tundra,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666s,Vivillon,Pattern: Fancy,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
666t,Vivillon,Pattern: Poké Ball,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,665,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
667,Litleo,,,Fire,Normal,Rivalry,Unnerve,Moxie,,668,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
668,Pyroar,,,Fire,Normal,Rivalry,Unnerve,Moxie,667,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
669a,Flabébé,Red Flower,,Fairy,,Flower Veil,,Symbiosis,,670a,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
669b,Flabébé,Yellow Flower,,Fairy,,Flower Veil,,Symbiosis,,670b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
669c,Flabébé,Orange Flower,,Fairy,,Flower Veil,,Symbiosis,,670c,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
669d,Flabébé,Blue Flower,,Fairy,,Flower Veil,,Symbiosis,,670d,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
669e,Flabébé,White Flower,,Fairy,,Flower Veil,,Symbiosis,,670e,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
670a,Floette,Red Flower,,Fairy,,Flower Veil,,Symbiosis,669a,671a,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
670b,Floette,Yellow Flower,,Fairy,,Flower Veil,,Symbiosis,669b,671b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
670c,Floette,Orange Flower,,Fairy,,Flower Veil,,Symbiosis,669c,671c,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
670d,Floette,Blue Flower,,Fairy,,Flower Veil,,Symbiosis,669d,671d,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
670e,Floette,White Flower,,Fairy,,Flower Veil,,Symbiosis,669e,671e,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
671a,Florges,Red Flower,,Fairy,,Flower Veil,,Symbiosis,670a,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
671b,Florges,Yellow Flower,,Fairy,,Flower Veil,,Symbiosis,670b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
671c,Florges,Orange Flower,,Fairy,,Flower Veil,,Symbiosis,670c,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
671d,Florges,Blue Flower,,Fairy,,Flower Veil,,Symbiosis,670d,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
671e,Florges,White Flower,,Fairy,,Flower Veil,,Symbiosis,670e,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
672,Skiddo,,,Grass,,Sap Sipper,,Grass Pelt,,673,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,—,—,—,—,—,C,C
673,Gogoat,,,Grass,,Sap Sipper,,Grass Pelt,672,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,—,—,—,—,—,C,C
674,Pancham,,,Fighting,,Iron Fist,Mold Breaker,Scrappy,,675,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,C,C,C,C,—,—,C,C,—,—,—,—,—
675,Pangoro,,,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,674,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,C,C,C,C,—,—,C,C,—,—,—,—,—
676a,Furfrou,Natural Form,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676b,Furfrou,Heart Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676c,Furfrou,Star Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676d,Furfrou,Diamond Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676e,Furfrou,Debutante Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676f,Furfrou,Matron Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676g,Furfrou,Dandy Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676h,Furfrou,La Reine Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676i,Furfrou,Kabuki Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
676j,Furfrou,Pharaoh Trim,,Normal,,Fur Coat,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
677,Espurr,,,Psychic,,Keen Eye,Infiltrator,Own Tempo,,"678a,678b",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,CD,CD
678a,Meowstic,Male,,Psychic,,Keen Eye,Infiltrator,Prankster,677,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,C,C,—,—,—,CD,CD
678b,Meowstic,Female,,Psychic,,Keen Eye,Infiltrator,Competitive,677,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,C,C,—,—,—,CD,CD
679,Honedge,,,Steel,Ghost,No Guard,,,,680,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,S,S,S,S,—,—,C,C,—,—,—,—,—
680,Doublade,,,Steel,Ghost,No Guard,,,679,681,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,—,—
681,Aegislash,Shield Forme,,Steel,Ghost,Stance Change,,,680,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,—,—
681,Aegislash,Blade Forme,,Steel,Ghost,Stance Change,,,680,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,—,—
682,Spritzee,,,Fairy,,Healer,,Aroma Veil,,683,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,FS,C,EvB,T,T,T,T,T,—,—,T,C,—,—,—,—,—
683,Aromatisse,,,Fairy,,Healer,,Aroma Veil,682,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,FSET,ET,Ev,T,T,T,T,T,—,—,T,D,—,—,—,—,—
684,Swirlix,,,Fairy,,Sweet Veil,,Unburden,,685,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,FS,T,T,T,T,T,T,—,—,C,T,—,—,—,—,—
685,Slurpuff,,,Fairy,,Sweet Veil,,Unburden,684,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,FSET,T,T,T,T,T,T,—,—,D,T,—,—,—,—,—
686,Inkay,,,Dark,Psychic,Contrary,Suction Cups,Infiltrator,,687,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,EvB,T,T,T,C,C,—,—,C,C,—,—,—,CD,CD
687,Malamar,,,Dark,Psychic,Contrary,Suction Cups,Infiltrator,686,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,T,T,T,E,E,—,—,D,D,—,—,—,CD,CD
688,Binacle,,,Rock,Water,Tough Claws,Sniper,Pickpocket,,689,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,B,B,—,—,C,C,—,—,—,—,—
689,Barbaracle,,,Rock,Water,Tough Claws,Sniper,Pickpocket,688,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,C,C,—,—,C,C,—,—,—,—,—
690,Skrelp,,,Poison,Water,Poison Point,Poison Touch,Adaptability,,691,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,C,T,T,T,T,B,—,—,T,CD,—,—,—,C,CC
691,Dragalge,,,Poison,Dragon,Poison Point,Poison Touch,Adaptability,690,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,E,T,T,T,T,C,—,—,T,CD,—,—,—,C,CC
692,Clauncher,,,Water,,Mega Clauncher,,,,693,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,C,T,T,B,T,—,—,CD,T,—,—,—,CC,C
693,Clawitzer,,,Water,,Mega Clauncher,,,692,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,E,T,T,C,T,—,—,CD,T,—,—,—,CC,C
694,Helioptile,,,Electric,Normal,Dry Skin,Sand Veil,Solar Power,,695,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,B,B,—,—,C,C,—,—,—,—,—
695,Heliolisk,,,Electric,Normal,Dry Skin,Sand Veil,Solar Power,694,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,D,D,—,—,—,—,—
696,Tyrunt,,,Rock,Dragon,Strong Jaw,,Sturdy,,697,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,Ev,Ev,T,T,R,R,—,—,CD,CD,—,—,—,—,—
697,Tyrantrum,,,Rock,Dragon,Strong Jaw,,Rock Head,696,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,E,E,—,—,CD,CD,—,—,—,—,—
698,Amaura,,,Rock,Ice,Refrigerate,,Snow Warning,,699,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,Ev,Ev,T,T,R,R,—,—,CD,CD,—,—,—,—,—
699,Aurorus,,,Rock,Ice,Refrigerate,,Snow Warning,698,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,E,E,—,—,CD,CD,—,—,—,—,—
700,Sylveon,,,Fairy,,Cute Charm,,Pixilate,133,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,E,—,—,C,C,—,—,C,C,C
701,Hawlucha,,,Fighting,Flying,Limber,Unburden,Mold Breaker,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
702,Dedenne,,,Electric,Fairy,Cheek Pouch,Pickup,Plus,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,CD,CD,—,—,—,C,C
703,Carbink,,,Rock,Fairy,Clear Body,,Sturdy,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,CD,CD,—,—,—,CD,CD
704,Goomy,,,Dragon,,Sap Sipper,Hydration,Gooey,,"705a,705b",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,T,C,—,—,C,C,C
705a,Sliggoo,Normal,,Dragon,,Sap Sipper,Hydration,Gooey,704,706a,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,T,C,—,—,—,C,C
705b,Sliggoo,Hisuian,,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,704,706b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,TE,TE
706a,Goodra,Normal,,Dragon,,Sap Sipper,Hydration,Gooey,705a,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,T,D,—,—,—,C,C
706b,Goodra,Hisuian,,Steel,Dragon,Sap sipper,Shell Armor,Gooey,705b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,TE,TE
707,Klefki,,,Steel,Fairy,Prankster,,Magician,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,—,—,CD,CD,—,—,—,C,C
708,Phantump,,,Ghost,Grass,Natural Cure,Frisk,Harvest,,709,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,—,—,C,C,—,—,—,CD,CD
709,Trevenant,,,Ghost,Grass,Natural Cure,Frisk,Harvest,708,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,ET,ET,C,C,R,R,—,—,D,D,—,—,—,CD,CD
710a,Pumpkaboo,Small Size,,Ghost,Grass,Pickup,Frisk,Insomnia,,711a,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,T,T,T,T,—,—,C,C,—,—,—,—,—
710b,Pumpkaboo,Average Size,,Ghost,Grass,Pickup,Frisk,Insomnia,,711b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,T,T,T,T,—,—,C,C,—,—,—,—,—
710c,Pumpkaboo,Large Size,,Ghost,Grass,Pickup,Frisk,Insomnia,,711c,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,T,T,T,T,—,—,C,C,—,—,—,—,—
710d,Pumpkaboo,Super Size,,Ghost,Grass,Pickup,Frisk,Insomnia,,711d,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,T,T,T,T,—,—,C,C,—,—,—,—,—
711a,Gourgeist,Small Size,,Ghost,Grass,Pickup,Frisk,Insomnia,710a,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,EvET,EvET,T,T,T,T,—,—,C,C,—,—,—,—,—
711b,Gourgeist,Average Size,,Ghost,Grass,Pickup,Frisk,Insomnia,710b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,EvET,EvET,T,T,T,T,—,—,C,C,—,—,—,—,—
711c,Gourgeist,Large Size,,Ghost,Grass,Pickup,Frisk,Insomnia,710c,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,EvET,EvET,T,T,T,T,—,—,C,C,—,—,—,—,—
711d,Gourgeist,Super Size,,Ghost,Grass,Pickup,Frisk,Insomnia,710d,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,EvET,EvET,T,T,T,T,—,—,C,C,—,—,—,—,—
712,Bergmite,,,Ice,,Own Tempo,Ice Body,Sturdy,,"713a,713b",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,C,C,—,—,C,C,C
713a,Avalugg,Normal,,Ice,,Own Tempo,Ice Body,Sturdy,712,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,C,C,—,—,—,C,C
713b,Avalugg,Hisuian,,Ice,Rock,Strong Jaw,Ice Body,Sturdy,712,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,TE,TE
714,Noibat,,,Flying,Dragon,Frisk,Infiltrator,Telepathy,,715,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
715,Noivern,,,Flying,Dragon,Frisk,Infiltrator,Telepathy,714,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
716a,Xerneas,Neutral Mode,,Fairy,,Fairy Aura,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,Ev,Ev,T,Ev,C,Ev,—,—,DA,CCDA,—,—,—,—,—
716b,Xerneas,Active Mode,,Fairy,,Fairy Aura,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,Ev,Ev,T,Ev,C,Ev,—,—,DA,CCDA,—,—,—,—,—
717,Yveltal,,,Dark,Flying,Dark Aura,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,C,Ev,Ev,Ev,T,Ev,C,—,—,CCDA,DA,—,—,—,—,—
718a,Zygarde,10% Forme,,Dragon,Ground,Aura Break,Power Construct,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,R,R,C,C,—,—,DA,DA,—,—,—,—,—
718b,Zygarde,50% Forme,,Dragon,Ground,Aura Break,Power Construct,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,R,R,C,C,—,—,DA,DA,—,—,—,—,—
718c,Zygarde,Complete Forme,,Dragon,Ground,Aura Break,Power Construct,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,R,R,C,C,—,—,DA,DA,—,—,—,—,—
719,Diancie,,,Rock,Fairy,Clear Body,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,T,T,T,T,—,—,T,T,—,—,—,T,T
720a,Hoopa,Hoopa Confined,,Psychic,Ghost,Magician,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,—,—,—,T,T
720b,Hoopa,Hoopa Unbound,,Psychic,Dark,Magician,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,—,—,—,T,T
721,Volcanion,,,Fire,Water,Water Absorb,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,T,T,T,T,—,—,Ev,Ev,—,—,—,T,T

722,Rowlet,,,Grass,Flying,Overgrow,,Long Reach,,723,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,—,—,RD,RD,—,—,C,CD,CD
